cluster_rep	cluster_size	chosen_fasta_id	reason	beta_res	helix_res	beta_strands	helices
9GVG_EMD-51635_C	2	9GVG_EMD-51635_C	residue_sum=454	131	323	31	32
9H2A_EMD-51791_A	5	9H2A_EMD-51791_A	residue_sum=178	38	140	8	11
9H2A_EMD-51791_C	5	9H2J_EMD-51808_C	residue_sum=144	10	134	7	9
9H2A_EMD-51791_E	3	9H2A_EMD-51791_E	residue_sum=148	58	90	16	11
9H2A_EMD-51791_F	4	9H2A_EMD-51791_F	residue_sum=249	134	115	31	14
9H2A_EMD-51791_G	4	8VWI_EMD-43588_A	residue_sum=138	49	89	14	12
9H2A_EMD-51791_I	4	9H2J_EMD-51808_H	residue_sum=147	0	147	0	10
9H2A_EMD-51791_L	4	9H2A_EMD-51791_L	residue_sum=186	68	118	18	13
9H2J_EMD-51808_N	1	9H2J_EMD-51808_N	singleton	0	75	0	1
9H2J_EMD-51808_O	1	9H2J_EMD-51808_O	singleton	25	72	5	8
9H4I_EMD-51852_A	1	9H4I_EMD-51852_A	singleton	136	298	40	31
9HF2_EMD-52105_A	1	9HF2_EMD-52105_A	singleton	14	225	4	13
9HGE_EMD-52134_A	1	9HGE_EMD-52134_A	singleton	32	19	6	2
9HHL_EMD-52171_B	1	9HHL_EMD-52171_B	singleton	77	154	22	19
9HHL_EMD-52171_L	5	6ZNN_EMD-11318_D	residue_sum=222	65	157	18	18
9HHL_EMD-52171_M	3	9HHL_EMD-52171_M	residue_sum=205	5	200	1	9
9HHL_EMD-52171_N	3	9HHL_EMD-52171_N	residue_sum=218	7	211	2	10
9HHL_EMD-52171_O	5	9DGT_EMD-46847_M	residue_sum=235	11	224	3	12
9HHL_EMD-52171_Q	3	9HHL_EMD-52171_Q	residue_sum=229	9	220	3	10
9HHL_EMD-52171_U	5	6ZNN_EMD-11318_H	residue_sum=223	70	153	19	19
9HHL_EMD-52171_W	5	6ZNO_EMD-11319_G	residue_sum=218	72	146	22	18
9HQ7_EMD-52340_A	3	9GOT_EMD-51500_A	residue_sum=2	1	1	1	1
9I1I_EMD-52570_A	1	9I1I_EMD-52570_A	singleton	304	2370	90	206
9I3N_EMD-52601_A	2	9I3N_EMD-52601_A	residue_sum=5	2	3	2	1
9I8N_EMD-52730_A	1	9I8N_EMD-52730_A	singleton	12	345	6	26
9I8N_EMD-52730_B	1	9I8N_EMD-52730_B	singleton	8	376	2	28
9I8N_EMD-52730_J	1	9I8N_EMD-52730_J	singleton	20	367	6	30
9I8N_EMD-52730_L	1	9I8N_EMD-52730_L	singleton	16	434	4	31
9I8N_EMD-52730_MA	1	9I8N_EMD-52730_MA	singleton	0	40	0	3
9I8N_EMD-52730_U	1	9I8N_EMD-52730_U	singleton	0	68	0	2
9ILV_EMD-60675_A	1	9ILV_EMD-60675_A	singleton	38	33	8	2
9ITR_EMD-60876_A	3	9ITR_EMD-60876_A	residue_sum=63	0	63	0	2
9ITR_EMD-60876_K	3	9IU0_EMD-60885_E	residue_sum=136	0	136	0	8
9ITR_EMD-60876_M	3	9IU0_EMD-60885_A	residue_sum=146	0	146	0	4
9JCH_EMD-61366_A	2	9JCT_EMD-61374_A	residue_sum=226	19	207	5	19
9JSD_EMD-61770_A	3	9JSD_EMD-61770_A	residue_sum=123	0	123	0	3
9K6V_EMD-62137_A	2	9K6W_EMD-62138_A	residue_sum=93	80	13	16	3
9KHT_EMD-62354_I	1	9KHT_EMD-62354_I	singleton	16	584	9	45
9KHT_EMD-62354_J	1	9KHT_EMD-62354_J	singleton	10	52	4	6
9KYV_EMD-61452_A	4	9KYY_EMD-61455_A	residue_sum=135	0	135	0	10
9KYW_EMD-61461_B	1	9KYW_EMD-61461_B	singleton	83	226	18	18
9L46_EMD-62807_A	2	9L46_EMD-62807_A	residue_sum=1605	20	1585	13	115
9L4F_EMD-62812_C	2	9L46_EMD-62807_C	residue_sum=257	4	253	4	16
9L8P_EMD-62702_A	1	9L8P_EMD-62702_A	singleton	89	276	23	22
9L8P_EMD-62702_O	1	9L8P_EMD-62702_O	singleton	40	3	13	1
9LHX_EMD-63107_A	1	9LHX_EMD-63107_A	singleton	0	440	0	25
9LWO_EMD-63452_A	1	9LWO_EMD-63452_A	singleton	4	98	4	11
9LWO_EMD-63452_B	1	9LWO_EMD-63452_B	singleton	0	118	0	11
9LWO_EMD-63452_C	1	9LWO_EMD-63452_C	singleton	0	47	0	3
9LX0_EMD-63464_B	6	8ZJM_EMD-60150_B	residue_sum=1036	210	826	47	63
9LX0_EMD-63464_C	4	8XM7_EMD-38466_C	residue_sum=114	45	69	8	7
9LX0_EMD-63464_D	3	8ZJ2_EMD-60136_B	residue_sum=1036	201	835	47	67
9M7Z_EMD-63698_A	2	9M7Z_EMD-63698_A	residue_sum=726	292	434	91	46
9M7Z_EMD-63698_B	2	7MKQ_EMD-23903_D	residue_sum=721	220	501	74	47
9M7Z_EMD-63698_C	2	7MKQ_EMD-23903_A	residue_sum=142	87	55	15	5
9M7Z_EMD-63698_F	1	9M7Z_EMD-63698_F	singleton	0	47	0	4
9MDJ_EMD-48172_A	3	9MDJ_EMD-48172_A	residue_sum=226	174	52	37	9
9MDJ_EMD-48172_C	2	9MDN_EMD-48174_D	residue_sum=265	117	148	17	16
9MET_EMD-48219_A	1	9MET_EMD-48219_A	singleton	51	7	17	2
9MET_EMD-48219_E	1	9MET_EMD-48219_E	singleton	41	0	19	0
9MET_EMD-48219_F	1	9MET_EMD-48219_F	singleton	152	68	39	10
9MHH_EMD-48278_A	2	9MHH_EMD-48278_A	residue_sum=770	251	519	49	44
9MHH_EMD-48278_C	2	9MHH_EMD-48278_C	residue_sum=221	14	207	3	8
9MHH_EMD-48278_D	2	9C82_EMD-45297_D	residue_sum=240	21	219	11	8
9MHH_EMD-48278_E	1	9MHH_EMD-48278_E	singleton	40	61	10	8
9MO4_EMD-48447_I	15	7KO4_EMD-22964_T	residue_sum=122	0	122	0	3
9MOA_EMD-48453_G	39	7KO5_EMD-22965_V	residue_sum=99	6	93	4	9
9MOA_EMD-48453_H	39	6KN7_EMD-0728_U	residue_sum=122	0	122	0	3
9MOL_EMD-48469_A	66	9QVM_EMD-53399_M	residue_sum=568	25	543	9	36
9MOX_EMD-48484_I	24	7UTI_EMD-0729_U	residue_sum=95	6	89	4	9
9MRM_EMD-48559_E	1	9MRM_EMD-48559_E	singleton	19	109	5	5
9MVT_EMD-48669_A	2	9N5K_EMD-48924_A	residue_sum=412	312	100	73	19
9N5K_EMD-48924_B	1	9N5K_EMD-48924_B	singleton	168	26	38	7
9NA9_EMD-49183_A	1	9NA9_EMD-49183_A	singleton	0	84	0	8
9NA9_EMD-49183_B	1	9NA9_EMD-49183_B	singleton	0	92	0	2
9NA9_EMD-49183_C	3	9NBB_EMD-49225_C	residue_sum=202	0	202	0	18
9NA9_EMD-49183_D	3	9NBB_EMD-49225_B	residue_sum=116	0	116	0	8
9NBB_EMD-49225_A	2	9NBB_EMD-49225_A	residue_sum=116	0	116	0	8
9NBB_EMD-49225_D	2	9NBB_EMD-49225_D	residue_sum=274	0	274	0	20
9NBB_EMD-49225_E	2	9NBB_EMD-49225_E	residue_sum=323	0	323	0	24
9NBB_EMD-49225_F	2	9NBB_EMD-49225_F	residue_sum=274	0	274	0	20
9NG2_EMD-49380_G	1	9NG2_EMD-49380_G	singleton	0	232	0	16
9NG2_EMD-49380_J	1	9NG2_EMD-49380_J	singleton	0	58	0	1
9NG2_EMD-49380_K	1	9NG2_EMD-49380_K	singleton	1	69	1	1
9NG2_EMD-49380_L	1	9NG2_EMD-49380_L	singleton	0	124	0	2
9NH0_EMD-49398_AE	1	9NH0_EMD-49398_AE	singleton	0	3	0	1
9NJT_EMD-49490_A	1	9NJT_EMD-49490_A	singleton	60	97	13	9
9NRX_EMD-49740_C	2	9NRX_EMD-49740_C	residue_sum=163	151	12	39	2
9NRX_EMD-49740_G	1	9NRX_EMD-49740_G	singleton	172	15	34	3
9NRY_EMD-49741_A	3	8DEQ_EMD-27395_A	residue_sum=212	189	23	33	6
9NRY_EMD-49741_G	1	9NRY_EMD-49741_G	singleton	177	20	36	5
9NTT_EMD-49762_A	1	9NTT_EMD-49762_A	singleton	11	247	4	21
9NTT_EMD-49762_B	1	9NTT_EMD-49762_B	singleton	65	6	12	2
9NV0_EMD-49825_A	2	9NV0_EMD-49825_A	residue_sum=314	60	254	15	25
9NVD_EMD-49833_A	2	9NVD_EMD-49833_A	residue_sum=300	53	247	14	26
9NVJ_EMD-49837_A	1	9NVJ_EMD-49837_A	singleton	59	6	11	2
9NXP_EMD-49910_A	1	9NXP_EMD-49910_A	singleton	60	36	18	3
9O13_EMD-49996_A	1	9O13_EMD-49996_A	singleton	0	197	0	10
9PD1_EMD-71523_G	1	9PD1_EMD-71523_G	singleton	0	56	0	1
9PD1_EMD-71523_H	1	9PD1_EMD-71523_H	singleton	0	63	0	1
9PD1_EMD-71523_K	1	9PD1_EMD-71523_K	singleton	0	240	0	15
9PZM_EMD-72072_G	1	9PZM_EMD-72072_G	singleton	0	209	0	19
9Q6D_EMD-72267_A	1	9Q6D_EMD-72267_A	singleton	41	115	4	8
9QE0_EMD-53035_A	1	9QE0_EMD-53035_A	singleton	149	890	38	38
9QE0_EMD-53035_C	1	9QE0_EMD-53035_C	singleton	51	191	15	20
9QE0_EMD-53035_D	1	9QE0_EMD-53035_D	singleton	51	191	15	20
9QEJ_EMD-0366_A	2	9QF0_EMD-0367_A	residue_sum=688	0	688	0	59
9QEJ_EMD-0366_B	1	9QEJ_EMD-0366_B	singleton	0	527	0	34
9QEJ_EMD-0366_C	2	9QEJ_EMD-0366_C	residue_sum=55	7	48	3	4
9QF9_EMD-53102_A	1	9QF9_EMD-53102_A	singleton	81	140	24	19
9QGO_EMD-53140_A	1	9QGO_EMD-53140_A	singleton	0	15	0	2
9QGO_EMD-53140_D	1	9QGO_EMD-53140_D	singleton	12	0	2	0
9QPQ_EMD-53278_A	1	9QPQ_EMD-53278_A	singleton	3	8	1	1
9QPQ_EMD-53278_C	1	9QPQ_EMD-53278_C	singleton	321	11	55	2
9QPQ_EMD-53278_E	1	9QPQ_EMD-53278_E	singleton	2	149	2	15
9QPQ_EMD-53278_G	1	9QPQ_EMD-53278_G	singleton	2	189	2	19
9QPQ_EMD-53278_K	1	9QPQ_EMD-53278_K	singleton	0	10	0	1
9QPQ_EMD-53278_L	1	9QPQ_EMD-53278_L	singleton	39	108	9	7
9QPQ_EMD-53278_O	1	9QPQ_EMD-53278_O	singleton	0	207	0	15
9QQ6_EMD-53294_A	1	9QQ6_EMD-53294_A	singleton	116	229	21	16
9QQ6_EMD-53294_C	1	9QQ6_EMD-53294_C	singleton	31	123	12	13
9QQR_EMD-53312_A	1	9QQR_EMD-53312_A	singleton	21	158	7	16
9QTU_EMD-53362_A	1	9QTU_EMD-53362_A	singleton	57	200	16	18
9QTU_EMD-53362_C	1	9QTU_EMD-53362_C	singleton	178	15	35	4
9QVN_EMD-53400_D	11	9QVM_EMD-53399_D	residue_sum=530	26	504	8	30
9QVN_EMD-53400_I	2	9QVN_EMD-53400_I	residue_sum=445	20	425	6	24
9QWZ_EMD-53431_A	1	9QWZ_EMD-53431_A	singleton	0	4	0	1
9QWZ_EMD-53431_B	1	9QWZ_EMD-53431_B	singleton	205	712	45	46
9QX2_EMD-53434_A	1	9QX2_EMD-53434_A	singleton	0	667	0	53
9R0S_EMD-53488_A	2	9R0S_EMD-53488_A	residue_sum=187	26	161	7	18
9R7E_EMD-53305_A	1	9R7E_EMD-53305_A	singleton	10	0	1	0
9RMX_EMD-54071_A	1	9RMX_EMD-54071_A	singleton	60	117	10	9
9RPD_EMD-54160_A	2	9RPD_EMD-54160_A	residue_sum=280	75	205	16	19
9RPD_EMD-54160_B	2	9RPD_EMD-54160_B	residue_sum=286	83	203	18	21
9RPD_EMD-54160_C	2	9RPD_EMD-54160_C	residue_sum=280	75	205	16	19
9SZR_EMD-55382_A	1	9SZR_EMD-55382_A	singleton	101	1474	31	36
9T32_EMD-55480_A	1	9T32_EMD-55480_A	singleton	40	15	10	2
9T32_EMD-55480_B	1	9T32_EMD-55480_B	singleton	13	41	3	4
9T32_EMD-55480_C	1	9T32_EMD-55480_C	singleton	37	36	12	5
9T32_EMD-55480_I	1	9T32_EMD-55480_I	singleton	29	437	9	23
9U6L_EMD-63912_B	2	9U6L_EMD-63912_B	residue_sum=67	0	67	0	2
9U6M_EMD-63913_A	2	9U6M_EMD-63913_A	residue_sum=233	11	222	7	11
9Y5Q_EMD-72519_A	1	9Y5Q_EMD-72519_A	singleton	0	261	0	15
