rep_fasta_id	cluster_size	members
8Q5H_EMD-18179_D	1	8Q5H_EMD-18179_D
8Q5H_EMD-18179_E	1	8Q5H_EMD-18179_E
8Q5H_EMD-18179_F	1	8Q5H_EMD-18179_F
8Q5H_EMD-18179_G	1	8Q5H_EMD-18179_G
8QFV_EMD-18384_A	5	7O3W_EMD-12710_A,7O3Z_EMD-12714_A,8QFV_EMD-18384_A,9EOM_EMD-19863_A,9EON_EMD-19864_A
8QHV_EMD-18420_A	12	8QHV_EMD-18420_A,8QHW_EMD-18421_A,8QHX_EMD-18426_A,8QHY_EMD-18427_A,8QHZ_EMD-18428_A,8QI0_EMD-18429_A,8QI1_EMD-18430_A,8QI2_EMD-18431_A,8QI3_EMD-18432_A,8QI4_EMD-18433_A,8QI5_EMD-18434_A,8QI6_EMD-18435_A
8QPU_EMD-18562_G	1	8QPU_EMD-18562_G
8QPW_EMD-18564_F	2	8QPU_EMD-18562_E,8QPW_EMD-18564_F
8QPW_EMD-18564_G	1	8QPW_EMD-18564_G
8QQL_EMD-18595_A	1	8QQL_EMD-18595_A
8QQM_EMD-18596_A	1	8QQM_EMD-18596_A
8QQM_EMD-18596_B	1	8QQM_EMD-18596_B
8QQM_EMD-18596_C	1	8QQM_EMD-18596_C
8QQM_EMD-18596_E	1	8QQM_EMD-18596_E
8QV0_EMD-18664_A	1	8QV0_EMD-18664_A
8QV0_EMD-18664_B	1	8QV0_EMD-18664_B
8QX8_EMD-18701_A	1	8QX8_EMD-18701_A
8QX8_EMD-18701_B	1	8QX8_EMD-18701_B
8QX8_EMD-18701_C	1	8QX8_EMD-18701_C
8QX8_EMD-18701_D	1	8QX8_EMD-18701_D
8QX8_EMD-18701_E	1	8QX8_EMD-18701_E
8QX8_EMD-18701_F	1	8QX8_EMD-18701_F
8RBG_EMD-19031_A	2	8OF8_EMD-16850_J,8RBG_EMD-19031_A
8RHN_EMD-19177_A	1	8RHN_EMD-19177_A
8RHN_EMD-19177_E	1	8RHN_EMD-19177_E
8RHN_EMD-19177_G	1	8RHN_EMD-19177_G
8RHN_EMD-19177_I	1	8RHN_EMD-19177_I
8RJK_EMD-19250_A	1	8RJK_EMD-19250_A
8RK4_EMD-19259_A	1	8RK4_EMD-19259_A
8RK5_EMD-19260_A	1	8RK5_EMD-19260_A
8RK5_EMD-19260_B	1	8RK5_EMD-19260_B
8RQE_EMD-19439_A	1	8RQE_EMD-19439_A
8RQE_EMD-19439_AGA	1	8RQE_EMD-19439_AGA
8RQE_EMD-19439_BGA	1	8RQE_EMD-19439_BGA
8RQE_EMD-19439_DFA	1	8RQE_EMD-19439_DFA
8RQE_EMD-19439_G	1	8RQE_EMD-19439_G
8RQE_EMD-19439_JFA	1	8RQE_EMD-19439_JFA
8RRT_EMD-19464_A	2	8RRT_EMD-19464_A,8RRU_EMD-19465_E
8RRU_EMD-19465_I	2	8RRT_EMD-19464_I,8RRU_EMD-19465_I
8RTA_EMD-19484_E	1	8RTA_EMD-19484_E
8RTY_EMD-19499_E	1	8RTY_EMD-19499_E
8RTY_EMD-19499_G	1	8RTY_EMD-19499_G
8RTY_EMD-19499_J	1	8RTY_EMD-19499_J
8RVE_EMD-16844_A	1	8RVE_EMD-16844_A
8S41_EMD-19708_A	1	8S41_EMD-19708_A
8S90_EMD-40233_A	1	8S90_EMD-40233_A
8SAL_EMD-40273_D	2	8SAL_EMD-40273_D,8SAT_EMD-40279_D
8SAT_EMD-40279_A	2	8SAL_EMD-40273_A,8SAT_EMD-40279_A
8SAT_EMD-40279_B	2	8SAL_EMD-40273_B,8SAT_EMD-40279_B
8SAT_EMD-40279_C	2	8SAL_EMD-40273_C,8SAT_EMD-40279_C
8SIN_EMD-40510_A	2	8SIM_EMD-40509_E,8SIN_EMD-40510_A
8SL3_EMD-40572_C	5	7YU7_EMD-34101_D,7YU8_EMD-34102_D,8DDW_EMD-27344_J,8SL3_EMD-40572_C,8XWQ_EMD-38741_E
8SL4_EMD-40573_A	2	8SL3_EMD-40572_A,8SL4_EMD-40573_A
8SLQ_EMD-40580_A	2	8SLI_EMD-40578_A,8SLQ_EMD-40580_A
8SQZ_EMD-40715_C	1	8SQZ_EMD-40715_C
8SQZ_EMD-40715_E	1	8SQZ_EMD-40715_E
8STA_EMD-40758_A	2	8SSL_EMD-40751_A,8STA_EMD-40758_A
8SXI_EMD-40853_A	1	8SXI_EMD-40853_A
8SXI_EMD-40853_B	1	8SXI_EMD-40853_B
8SXI_EMD-40853_C	1	8SXI_EMD-40853_C
8SXI_EMD-40853_D	1	8SXI_EMD-40853_D
8T1H_EMD-40967_A	1	8T1H_EMD-40967_A
8T1I_EMD-40968_B	3	8T1I_EMD-40968_B,8T1L_EMD-40971_C,8T9D_EMD-41107_B
8T1I_EMD-40968_H	3	8T1I_EMD-40968_H,8T1L_EMD-40971_H,8T9D_EMD-41107_H
8T1I_EMD-40968_M	3	8T1I_EMD-40968_M,8T1L_EMD-40971_M,8T9D_EMD-41107_M
8T1I_EMD-40968_N	1	8T1I_EMD-40968_N
8T1I_EMD-40968_R	3	8T1I_EMD-40968_R,8T1L_EMD-40971_Q,8T9D_EMD-41107_Q
8T1I_EMD-40968_U	1	8T1I_EMD-40968_U
8T1I_EMD-40968_V	3	8T1I_EMD-40968_V,8T1L_EMD-40971_T,8T9D_EMD-41107_T
8T1I_EMD-40968_Y	3	8T1I_EMD-40968_Y,8T1L_EMD-40971_W,8T9D_EMD-41107_W
8T1I_EMD-40968_Z	3	8T1I_EMD-40968_Z,8T1L_EMD-40971_X,8T9D_EMD-41107_X
8T1L_EMD-40971_A	3	8T1I_EMD-40968_E,8T1L_EMD-40971_A,8T9D_EMD-41107_E
8T1L_EMD-40971_B	3	8T1I_EMD-40968_A,8T1L_EMD-40971_B,8T9D_EMD-41107_A
8T1L_EMD-40971_D	3	8T1I_EMD-40968_C,8T1L_EMD-40971_D,8T9D_EMD-41107_C
8T1L_EMD-40971_E	3	8T1I_EMD-40968_D,8T1L_EMD-40971_E,8T9D_EMD-41107_D
8T1L_EMD-40971_F	2	8T1I_EMD-40968_F,8T1L_EMD-40971_F
8T1L_EMD-40971_G	3	8T1I_EMD-40968_G,8T1L_EMD-40971_G,8T9D_EMD-41107_G
8T1L_EMD-40971_K	3	8T1I_EMD-40968_K,8T1L_EMD-40971_K,8T9D_EMD-41107_K
8T1L_EMD-40971_L	3	8T1I_EMD-40968_L,8T1L_EMD-40971_L,8T9D_EMD-41107_L
8T1L_EMD-40971_N	3	8T1I_EMD-40968_O,8T1L_EMD-40971_N,8T9D_EMD-41107_N
8T1L_EMD-40971_O	3	8T1I_EMD-40968_P,8T1L_EMD-40971_O,8T9D_EMD-41107_O
8T1L_EMD-40971_P	3	8T1I_EMD-40968_Q,8T1L_EMD-40971_P,8T9D_EMD-41107_P
8T1L_EMD-40971_R	3	8T1I_EMD-40968_S,8T1L_EMD-40971_R,8T9D_EMD-41107_R
8T1L_EMD-40971_S	3	8T1I_EMD-40968_T,8T1L_EMD-40971_S,8T9D_EMD-41107_S
8T1L_EMD-40971_U	3	8T1I_EMD-40968_W,8T1L_EMD-40971_U,8T9D_EMD-41107_U
8T1L_EMD-40971_V	3	8T1I_EMD-40968_X,8T1L_EMD-40971_V,8T9D_EMD-41107_V
8T1L_EMD-40971_Z	2	8T1L_EMD-40971_Z,8T9D_EMD-41107_Z
8T4I_EMD-41032_A	1	8T4I_EMD-41032_A
8T4I_EMD-41032_B	1	8T4I_EMD-41032_B
8T4I_EMD-41032_C	1	8T4I_EMD-41032_C
8T9D_EMD-41107_F	1	8T9D_EMD-41107_F
8T9D_EMD-41107_I	3	8T1I_EMD-40968_I,8T1L_EMD-40971_I,8T9D_EMD-41107_I
8T9D_EMD-41107_J	3	8T1I_EMD-40968_J,8T1L_EMD-40971_J,8T9D_EMD-41107_J
8T9L_EMD-41117_A	1	8T9L_EMD-41117_A
8T9L_EMD-41117_B	1	8T9L_EMD-41117_B
8TFC_EMD-41229_A	1	8TFC_EMD-41229_A
8TH8_EMD-41251_A	1	8TH8_EMD-41251_A
8TH8_EMD-41251_B	1	8TH8_EMD-41251_B
8TH8_EMD-41251_C	1	8TH8_EMD-41251_C
8TH8_EMD-41251_D	1	8TH8_EMD-41251_D
8TH8_EMD-41251_E	1	8TH8_EMD-41251_E
8TH8_EMD-41251_F	1	8TH8_EMD-41251_F
8TH8_EMD-41251_G	1	8TH8_EMD-41251_G
8TH8_EMD-41251_H	1	8TH8_EMD-41251_H
8TH8_EMD-41251_I	1	8TH8_EMD-41251_I
8TH8_EMD-41251_J	1	8TH8_EMD-41251_J
8TH8_EMD-41251_K	1	8TH8_EMD-41251_K
8TH8_EMD-41251_L	1	8TH8_EMD-41251_L
8TH8_EMD-41251_M	1	8TH8_EMD-41251_M
8TH8_EMD-41251_N	1	8TH8_EMD-41251_N
8TH8_EMD-41251_P	1	8TH8_EMD-41251_P
8TJ5_EMD-41300_AA	2	7N85_EMD-24232_Q,8TJ5_EMD-41300_AA
8TJ5_EMD-41300_BA	2	7N85_EMD-24232_R,8TJ5_EMD-41300_BA
8TJ5_EMD-41300_CA	2	7N85_EMD-24232_U,8TJ5_EMD-41300_CA
8TJ5_EMD-41300_U	2	7N85_EMD-24232_E,8TJ5_EMD-41300_U
8TJ5_EMD-41300_V	2	7N85_EMD-24232_F,8TJ5_EMD-41300_V
8TJ5_EMD-41300_W	2	7N85_EMD-24232_G,8TJ5_EMD-41300_W
8TO0_EMD-41431_BA	2	8I7R_EMD-35230_BD,8TO0_EMD-41431_BA
8TO0_EMD-41431_CC	2	8I7R_EMD-35230_DF,8TO0_EMD-41431_CC
8TO0_EMD-41431_CQ	3	8I7O_EMD-35229_VC,8I7R_EMD-35230_WH,8TO0_EMD-41431_CQ
8TO0_EMD-41431_DG	2	8I7R_EMD-35230_AL,8TO0_EMD-41431_DG
8TO0_EMD-41431_DP	1	8TO0_EMD-41431_DP
8TO0_EMD-41431_EE	2	8I7R_EMD-35230_NA,8TO0_EMD-41431_EE
8TO0_EMD-41431_GQ	3	8I7O_EMD-35229_SD,8I7R_EMD-35230_UJ,8TO0_EMD-41431_GQ
8TO0_EMD-41431_IN	1	8TO0_EMD-41431_IN
8TO0_EMD-41431_JJ	2	8I7R_EMD-35230_A,8TO0_EMD-41431_JJ
8TO0_EMD-41431_KD	2	8I7R_EMD-35230_HQ,8TO0_EMD-41431_KD
8TO0_EMD-41431_LN	2	8I7R_EMD-35230_CJ,8TO0_EMD-41431_LN
8TO0_EMD-41431_LQ	3	8I7O_EMD-35229_KD,8I7R_EMD-35230_DJ,8TO0_EMD-41431_LQ
8TO0_EMD-41431_PQ	3	8I7O_EMD-35229_HE,8I7R_EMD-35230_BL,8TO0_EMD-41431_PQ
8TO0_EMD-41431_QQ	2	8I7R_EMD-35230_HN,8TO0_EMD-41431_QQ
8TO0_EMD-41431_RQ	3	8I7O_EMD-35229_MC,8I7R_EMD-35230_EH,8TO0_EMD-41431_RQ
8TO0_EMD-41431_XF	2	8I7R_EMD-35230_GM,8TO0_EMD-41431_XF
8TUW_EMD-41633_A	1	8TUW_EMD-41633_A
8TUW_EMD-41633_B	1	8TUW_EMD-41633_B
8U8H_EMD-42024_A	1	8U8H_EMD-42024_A
8U95_EMD-42024_A	1	8U95_EMD-42024_A
8UBU_EMD-42105_A	1	8UBU_EMD-42105_A
8UBU_EMD-42105_C	1	8UBU_EMD-42105_C
8UBU_EMD-42105_D	1	8UBU_EMD-42105_D
8UBU_EMD-42105_E	1	8UBU_EMD-42105_E
8UCR_EMD-42136_A	1	8UCR_EMD-42136_A
8UCR_EMD-42136_B	1	8UCR_EMD-42136_B
8UDG_EMD-42149_A	1	8UDG_EMD-42149_A
8UDG_EMD-42149_D	1	8UDG_EMD-42149_D
8UF8_EMD-42186_A	1	8UF8_EMD-42186_A
8UGR_EMD-42233_AA	1	8UGR_EMD-42233_AA
8UGR_EMD-42233_AF	1	8UGR_EMD-42233_AF
8UGR_EMD-42233_B	1	8UGR_EMD-42233_B
8UGR_EMD-42233_BA	1	8UGR_EMD-42233_BA
8UGR_EMD-42233_BC	1	8UGR_EMD-42233_BC
8UGR_EMD-42233_CA	1	8UGR_EMD-42233_CA
8UGR_EMD-42233_CC	1	8UGR_EMD-42233_CC
8UGR_EMD-42233_CF	1	8UGR_EMD-42233_CF
8UGR_EMD-42233_D	5	7DGQ_EMD-30673_X,7DGR_EMD-30674_K,7DGS_EMD-30675_K,8IC2_EMD-35352_D,8UGR_EMD-42233_D
8UGR_EMD-42233_DA	1	8UGR_EMD-42233_DA
8UGR_EMD-42233_E	5	7DGQ_EMD-30673_C,7DGR_EMD-30674_A,7DGS_EMD-30675_A,8IC2_EMD-35352_E,8UGR_EMD-42233_E
8UGR_EMD-42233_EA	1	8UGR_EMD-42233_EA
8UGR_EMD-42233_F	5	7DGQ_EMD-30673_I,7DGR_EMD-30674_I,7DGS_EMD-30675_G,8IC2_EMD-35352_F,8UGR_EMD-42233_F
8UGR_EMD-42233_FA	1	8UGR_EMD-42233_FA
8UGR_EMD-42233_H	1	8UGR_EMD-42233_H
8UGR_EMD-42233_HA	1	8UGR_EMD-42233_HA
8UGR_EMD-42233_I	1	8UGR_EMD-42233_I
8UGR_EMD-42233_J	1	8UGR_EMD-42233_J
8UGR_EMD-42233_JA	1	8UGR_EMD-42233_JA
8UGR_EMD-42233_K	1	8UGR_EMD-42233_K
8UGR_EMD-42233_L	1	8UGR_EMD-42233_L
8UGR_EMD-42233_M	1	8UGR_EMD-42233_M
8UGR_EMD-42233_MA	1	8UGR_EMD-42233_MA
8UGR_EMD-42233_N	1	8UGR_EMD-42233_N
8UGR_EMD-42233_O	1	8UGR_EMD-42233_O
8UGR_EMD-42233_P	1	8UGR_EMD-42233_P
8UGR_EMD-42233_Q	1	8UGR_EMD-42233_Q
8UGR_EMD-42233_R	1	8UGR_EMD-42233_R
8UGR_EMD-42233_SA	1	8UGR_EMD-42233_SA
8UGR_EMD-42233_T	1	8UGR_EMD-42233_T
8UK2_EMD-42343_A	2	8UK2_EMD-42343_A,8UK3_EMD-42344_A
8UK3_EMD-42344_B	4	8CO6_EMD-16772_D,8COA_EMD-16774_D,8UK2_EMD-42343_B,8UK3_EMD-42344_B
8UOX_EMD-42439_D	9	8UOX_EMD-42439_D,8UPL_EMD-42451_D,8VIB_EMD-43256_D,8VID_EMD-43258_D,8VKQ_EMD-43327_D,8VKR_EMD-43328_D,8WIW_EMD-37570_A,8WO5_EMD-37679_AI,8YJT_EMD-39349_D
8UP1_EMD-42442_A	1	8UP1_EMD-42442_A
8UPL_EMD-42451_B	9	8UOX_EMD-42439_B,8UPL_EMD-42451_B,8VIB_EMD-43256_B,8VID_EMD-43258_B,8VKQ_EMD-43327_B,8VKR_EMD-43328_B,8WIW_EMD-37570_D,8WO5_EMD-37679_BJ,8YJT_EMD-39349_A
8UQK_EMD-42472_A	2	8UQI_EMD-42469_A,8UQK_EMD-42472_A
8UYD_EMD-42800_A	67	6KN7_EMD-0728_A,6KN8_EMD-0729_A,6UBY_EMD-20721_A,6UC0_EMD-20724_A,6ZNN_EMD-11318_B,6ZNO_EMD-11319_B,7KO4_EMD-22964_A,7KO5_EMD-22965_A,7KOR_EMD-22981_A,7LRG_EMD-23497_A,7QIM_EMD-13990_A,7QIN_EMD-13991_A,7QJ6_EMD-14011_A,7SXA_EMD-25496_B,7TIJ_EMD-25911_A,7TIT_EMD-25914_A,7TJ7_EMD-25918_A,7UTI_EMD-0729_A,7UTL_EMD-0728_A,7ZTD_EMD-14958_A,8OF8_EMD-16850_G,8Q4G_EMD-18147_A,8RTY_EMD-19499_A,8UWW_EMD-42681_A,8UWX_EMD-42682_A,8UWY_EMD-42683_A,8UYD_EMD-42800_A,8UZ5_EMD-42833_A,8UZ6_EMD-42835_A,8UZX_EMD-42846_A,8UZY_EMD-42847_A,8V01_EMD-42849_A,8V0I_EMD-42856_A,8V0K_EMD-42858_A,8V0Y_EMD-42874_A,8VRD_EMD-43481_E,8VRJ_EMD-43482_H,8ZIP_EMD-60125_A,9C62_EMD-45240_I,9D2F_EMD-46494_F,9DGT_EMD-46847_H,9DGU_EMD-46848_H,9FQR_EMD-50664_UO,9HHL_EMD-52171_J,9I8N_EMD-52730_P,9MO4_EMD-48447_A,9MO5_EMD-48448_A,9MO6_EMD-48449_A,9MO7_EMD-48450_A,9MO8_EMD-48451_A,9MO9_EMD-48452_A,9MOA_EMD-48453_A,9MOB_EMD-48454_A,9MOC_EMD-48455_A,9MOD_EMD-48456_A,9MOI_EMD-48467_A,9MOK_EMD-48468_A,9MOL_EMD-48469_A,9MOM_EMD-48470_A,9MON_EMD-48471_A,9MOO_EMD-48476_A,9MOP_EMD-48477_A,9MOU_EMD-48482_A,9MOW_EMD-48483_A,9MOX_EMD-48484_A,9QVM_EMD-53399_M,9QVN_EMD-53400_K
8V0K_EMD-42858_E	24	7UTI_EMD-0729_U,7UTL_EMD-0728_W,8UWW_EMD-42681_E,8UWX_EMD-42682_E,8UWY_EMD-42683_E,8UYD_EMD-42800_E,8UZ5_EMD-42833_E,8UZ6_EMD-42835_E,8UZX_EMD-42846_E,8UZY_EMD-42847_E,8V01_EMD-42849_E,8V0I_EMD-42856_E,8V0K_EMD-42858_E,8V0Y_EMD-42874_E,9MO9_EMD-48452_I,9MOA_EMD-48453_I,9MOB_EMD-48454_J,9MOC_EMD-48455_J,9MOD_EMD-48456_J,9MOO_EMD-48476_I,9MOP_EMD-48477_I,9MOU_EMD-48482_J,9MOW_EMD-48483_J,9MOX_EMD-48484_I
8V2D_EMD-42906_A	1	8V2D_EMD-42906_A
8V3B_EMD-42944_A	2	8V2D_EMD-42906_J,8V3B_EMD-42944_A
8V3B_EMD-42944_Y	1	8V3B_EMD-42944_Y
8V43_EMD-42964_A	2	8V41_EMD-42963_A,8V43_EMD-42964_A
8V43_EMD-42964_B	2	8V41_EMD-42963_G,8V43_EMD-42964_B
8V43_EMD-42964_C	2	8V41_EMD-42963_E,8V43_EMD-42964_C
8V43_EMD-42964_D	2	8V41_EMD-42963_B,8V43_EMD-42964_D
8VAN_EMD-43096_A	1	8VAN_EMD-43096_A
8VAN_EMD-43096_B	1	8VAN_EMD-43096_B
8VAN_EMD-43096_E	1	8VAN_EMD-43096_E
8VAN_EMD-43096_F	1	8VAN_EMD-43096_F
8VDQ_EMD-43155_A	1	8VDQ_EMD-43155_A
8VHI_EMD-43238_A	3	8VHI_EMD-43238_A,8VHJ_EMD-43239_A,8VHK_EMD-43240_A
8VIB_EMD-43256_A	10	7E81_EMD-31007_A,8UOX_EMD-42439_A,8UPL_EMD-42451_A,8VIB_EMD-43256_A,8VID_EMD-43258_A,8VKQ_EMD-43327_A,8VKR_EMD-43328_A,8WIW_EMD-37570_B,8WO5_EMD-37679_AB,8YJT_EMD-39349_B
8VIB_EMD-43256_C	9	8UOX_EMD-42439_C,8UPL_EMD-42451_C,8VIB_EMD-43256_C,8VID_EMD-43258_C,8VKQ_EMD-43327_C,8VKR_EMD-43328_C,8WIW_EMD-37570_C,8WO5_EMD-37679_AK,8YJT_EMD-39349_C
8VJ7_EMD-43276_A	2	8FQ1_EMD-29373_A,8VJ7_EMD-43276_A
8VRJ_EMD-43482_AB	15	7QJ0_EMD-14005_K,7QJ1_EMD-14006_K,7QJ3_EMD-14008_A,7QJ6_EMD-14011_Q,7QJD_EMD-14018_A,7QJE_EMD-14019_E,8VA2_EMD-43085_C,8VRD_EMD-43481_G,8VRJ_EMD-43482_AB,9G3X_EMD-51017_F,9G3Y_EMD-51018_U,9H9P_EMD-21985_E,9I8N_EMD-52730_Y,9QVM_EMD-53399_N,9QVN_EMD-53400_L
8VRJ_EMD-43482_C	12	6V6C_EMD-21068_A,7QJ0_EMD-14005_J,7QJ1_EMD-14006_J,7QJ3_EMD-14008_N,7QJ6_EMD-14011_M,7QJD_EMD-14018_N,7QJE_EMD-14019_D,8VRD_EMD-43481_B,8VRJ_EMD-43482_C,9H9P_EMD-21985_C,9QVM_EMD-53399_MA,9QVN_EMD-53400_KA
8VWI_EMD-43588_J	5	8I8C_EMD-35247_C,8VWI_EMD-43588_J,8VWJ_EMD-43589_J,9H2A_EMD-51791_A,9H2J_EMD-51808_A
8VWI_EMD-43588_K	5	8I8C_EMD-35247_A,8VWI_EMD-43588_K,8VWJ_EMD-43589_K,9H2A_EMD-51791_C,9H2J_EMD-51808_C
8VYV_EMD-43679_B	1	8VYV_EMD-43679_B
8VYW_EMD-43680_A	2	8VYV_EMD-43679_A,8VYW_EMD-43680_A
8VYW_EMD-43680_C	1	8VYW_EMD-43680_C
8W1I_EMD-43726_A	1	8W1I_EMD-43726_A
8W9Q_EMD-37379_A	3	8W9P_EMD-37378_A,8W9Q_EMD-37379_A,8W9R_EMD-37380_A
8W9Q_EMD-37379_R	2	8W9P_EMD-37378_R,8W9Q_EMD-37379_R
8W9Q_EMD-37379_U	2	8W9P_EMD-37378_X,8W9Q_EMD-37379_U
8W9R_EMD-37380_C	3	8W9P_EMD-37378_C,8W9Q_EMD-37379_C,8W9R_EMD-37380_C
8W9R_EMD-37380_P	3	8W9P_EMD-37378_P,8W9Q_EMD-37379_P,8W9R_EMD-37380_P
8WB7_EMD-37417_A	3	8WB6_EMD-37416_A,8WB7_EMD-37417_A,9JSD_EMD-61770_A
8WDC_EMD-37461_A	1	8WDC_EMD-37461_A
8WGC_EMD-37508_A	1	8WGC_EMD-37508_A
8WGC_EMD-37508_B	1	8WGC_EMD-37508_B
8WIW_EMD-37570_E	1	8WIW_EMD-37570_E
8WJL_EMD-37584_C	9	7QCD_EMD-13895_C,7YLM_EMD-33914_C,7YQH_EMD-34025_C,8I13_EMD-35116_C,8I21_EMD-35128_C,8I4U_EMD-35184_C,8I4V_EMD-35185_C,8WJL_EMD-37584_C,8WJO_EMD-37587_C
8WO0_EMD-37676_A	1	8WO0_EMD-37676_A
8WO5_EMD-37679_A	1	8WO5_EMD-37679_A
8WO5_EMD-37679_AC	1	8WO5_EMD-37679_AC
8WO5_EMD-37679_AG	1	8WO5_EMD-37679_AG
8WO5_EMD-37679_AH	1	8WO5_EMD-37679_AH
8WO5_EMD-37679_K	1	8WO5_EMD-37679_K
8WO5_EMD-37679_L	1	8WO5_EMD-37679_L
8WO5_EMD-37679_LB	1	8WO5_EMD-37679_LB
8WO5_EMD-37679_M	1	8WO5_EMD-37679_M
8WO5_EMD-37679_OB	1	8WO5_EMD-37679_OB
8WO5_EMD-37679_PB	1	8WO5_EMD-37679_PB
8WO5_EMD-37679_V	1	8WO5_EMD-37679_V
8X9W_EMD-38186_O	2	8X9W_EMD-38186_O,8XA1_EMD-38191_G
8X9W_EMD-38186_P	1	8X9W_EMD-38186_P
8X9W_EMD-38186_Q	1	8X9W_EMD-38186_Q
8X9W_EMD-38186_S	1	8X9W_EMD-38186_S
8XA1_EMD-38191_B	4	6LGN_EMD-0881_A,8X9W_EMD-38186_A,8XA1_EMD-38191_A,8XA1_EMD-38191_B
8XA1_EMD-38191_C	2	8X9W_EMD-38186_D,8XA1_EMD-38191_C
8XA1_EMD-38191_E	3	6LGN_EMD-0881_FA,8X9W_EMD-38186_J,8XA1_EMD-38191_E
8XKM_EMD-38420_C	1	8XKM_EMD-38420_C
8XOU_EMD-38541_A	1	8XOU_EMD-38541_A
8XVA_EMD-38694_A	1	8XVA_EMD-38694_A
8XVA_EMD-38694_B	1	8XVA_EMD-38694_B
8XVA_EMD-38694_C	1	8XVA_EMD-38694_C
8XVA_EMD-38694_D	1	8XVA_EMD-38694_D
8XVA_EMD-38694_G	1	8XVA_EMD-38694_G
8XVA_EMD-38694_K	1	8XVA_EMD-38694_K
8XWQ_EMD-38741_A	1	8XWQ_EMD-38741_A
8XWQ_EMD-38741_B	1	8XWQ_EMD-38741_B
8Y6Q_EMD-38995_A	1	8Y6Q_EMD-38995_A
8Y6Q_EMD-38995_F	1	8Y6Q_EMD-38995_F
8YB7_EMD-39112_A	2	8YAX_EMD-39107_A,8YB7_EMD-39112_A
8YB7_EMD-39112_C	2	8YAX_EMD-39107_C,8YB7_EMD-39112_C
8YBS_EMD-34546_D	5	7V3J_EMD-31681_B,8UDG_EMD-42149_E,8YBS_EMD-34546_D,8YBZ_EMD-34603_E,8Z6Q_EMD-39801_B
8YBZ_EMD-34603_D	1	8YBZ_EMD-34603_D
8YDX_EMD-39184_A	3	8YDX_EMD-39184_A,8YDY_EMD-39185_D,8YDZ_EMD-39186_D
8YDZ_EMD-39186_A	28	6ZGH_EMD-11206_A,7A93_EMD-11683_A,7A96_EMD-11686_A,7A98_EMD-11688_A,7DCX_EMD-30641_C,7DD2_EMD-30642_A,7DD8_EMD-30649_C,7DDN_EMD-30654_A,7DK3_EMD-30701_A,7F46_EMD-31444_A,7FG7_EMD-31578_A,7S0E_EMD-24788_A,7WOW_EMD-32661_A,7XY3_EMD-33509_A,8G72_EMD-29794_B,8G79_EMD-29803_A,8K9B_EMD-36983_A,8K9J_EMD-36988_A,8K9M_EMD-36991_A,8WTJ_EMD-37835_A,8YBS_EMD-34546_A,8YBS_EMD-34546_B,8YBZ_EMD-34603_A,8YDX_EMD-39184_D,8YDY_EMD-39185_A,8YDZ_EMD-39186_A,8Z6Q_EMD-39801_A,8ZC6_EMD-39924_A
8YFG_EMD-39223_A	1	8YFG_EMD-39223_A
8YFG_EMD-39223_C	1	8YFG_EMD-39223_C
8YFU_EMD-39230_A	1	8YFU_EMD-39230_A
8YGF_EMD-39246_A	2	8YGA_EMD-39240_A,8YGF_EMD-39246_A
8YGF_EMD-39246_C	1	8YGF_EMD-39246_C
8YOD_EMD-39444_A	2	8YO9_EMD-39438_A,8YOD_EMD-39444_A
8YOD_EMD-39444_B	1	8YOD_EMD-39444_B
8YQF_EMD-39498_A	1	8YQF_EMD-39498_A
8YS2_EMD-38376_A	5	7V0N_EMD-26945_A,7V0O_EMD-26946_A,7V0P_EMD-26947_A,8YS2_EMD-38376_A,8YS4_EMD-38377_A
8YS2_EMD-38376_B	5	7V0N_EMD-26945_M,7V0O_EMD-26946_M,7V0P_EMD-26947_M,8YS2_EMD-38376_B,8YS4_EMD-38377_B
8YS2_EMD-38376_M	1	8YS2_EMD-38376_M
8YS4_EMD-38377_C	2	8YS2_EMD-38376_C,8YS4_EMD-38377_C
8YS4_EMD-38377_M	1	8YS4_EMD-38377_M
8YS4_EMD-38377_Q	1	8YS4_EMD-38377_Q
8YTC_EMD-39571_A	1	8YTC_EMD-39571_A
8Z6Q_EMD-39801_C	1	8Z6Q_EMD-39801_C
8Z93_EMD-39853_A	1	8Z93_EMD-39853_A
8Z94_EMD-39854_A	1	8Z94_EMD-39854_A
8Z9V_EMD-39869_A	1	8Z9V_EMD-39869_A
8Z9V_EMD-39869_B	1	8Z9V_EMD-39869_B
8ZC6_EMD-39924_D	1	8ZC6_EMD-39924_D
8ZC6_EMD-39924_E	1	8ZC6_EMD-39924_E
8ZIP_EMD-60125_B	1	8ZIP_EMD-60125_B
8ZJ2_EMD-60136_E	7	6TGB_EMD-10497_B,8JHK_EMD-36271_A,8XM7_EMD-38466_A,8ZJ2_EMD-60136_E,8ZJM_EMD-60150_A,9LX0_EMD-63464_A,9LXH_EMD-63477_A
8ZJM_EMD-60150_C	3	8ZJ2_EMD-60136_B,8ZJM_EMD-60150_C,9LX0_EMD-63464_D
8ZKM_EMD-60199_A	1	8ZKM_EMD-60199_A
8ZKM_EMD-60199_B	1	8ZKM_EMD-60199_B
8ZKM_EMD-60199_D	1	8ZKM_EMD-60199_D
8ZKM_EMD-60199_E	1	8ZKM_EMD-60199_E
9AY5_EMD-43960_A	1	9AY5_EMD-43960_A
9AY5_EMD-43960_AB	1	9AY5_EMD-43960_AB
